,continent,country,year,metric,value
3442,Africa,Namibia,1952,pop,485831.0
176,Africa,Namibia,1957,gdpPercap,2621.448058
1880,Africa,Namibia,1957,lifeExp,45.226
3584,Africa,Namibia,1957,pop,548080.0
318,Africa,Namibia,1962,gdpPercap,3173.215595
2022,Africa,Namibia,1962,lifeExp,48.386
3726,Africa,Namibia,1962,pop,621392.0
460,Africa,Namibia,1967,gdpPercap,3793.694753
2164,Africa,Namibia,1967,lifeExp,51.159
3868,Africa,Namibia,1967,pop,706640.0
602,Africa,Namibia,1972,gdpPercap,3746.080948
2306,Africa,Namibia,1972,lifeExp,53.867
4010,Africa,Namibia,1972,pop,821782.0
744,Africa,Namibia,1977,gdpPercap,3876.485958
2448,Africa,Namibia,1977,lifeExp,56.437
4152,Africa,Namibia,1977,pop,977026.0
886,Africa,Namibia,1982,gdpPercap,4191.100511
2590,Africa,Namibia,1982,lifeExp,58.968
4294,Africa,Namibia,1982,pop,1099010.0
1028,Africa,Namibia,1987,gdpPercap,3693.731337
2732,Africa,Namibia,1987,lifeExp,60.835
4436,Africa,Namibia,1987,pop,1278184.0
1170,Africa,Namibia,1992,gdpPercap,3804.537999
2874,Africa,Namibia,1992,lifeExp,61.999
4578,Africa,Namibia,1992,pop,1554253.0
1312,Africa,Namibia,1997,gdpPercap,3899.52426
3016,Africa,Namibia,1997,lifeExp,58.909
4720,Africa,Namibia,1997,pop,1774766.0
1454,Africa,Namibia,2002,gdpPercap,4072.324751
3158,Africa,Namibia,2002,lifeExp,51.479
4862,Africa,Namibia,2002,pop,1972153.0
1596,Africa,Namibia,2007,gdpPercap,4811.060429
3300,Africa,Namibia,2007,lifeExp,52.906
5004,Africa,Namibia,2007,pop,2055080.0
35,Africa,Niger,1952,gdpPercap,761.879376
1739,Africa,Niger,1952,lifeExp,37.444
3443,Africa,Niger,1952,pop,3379468.0
177,Africa,Niger,1957,gdpPercap,835.5234025
1881,Africa,Niger,1957,lifeExp,38.598
3585,Africa,Niger,1957,pop,3692184.0
319,Africa,Niger,1962,gdpPercap,997.7661127
2023,Africa,Niger,1962,lifeExp,39.487
3727,Africa,Niger,1962,pop,4076008.0
461,Africa,Niger,1967,gdpPercap,1054.384891
2165,Africa,Niger,1967,lifeExp,40.118
3869,Africa,Niger,1967,pop,4534062.0
603,Africa,Niger,1972,gdpPercap,954.2092363
2307,Africa,Niger,1972,lifeExp,40.546
4011,Africa,Niger,1972,pop,5060262.0
745,Africa,Niger,1977,gdpPercap,808.8970728
2449,Africa,Niger,1977,lifeExp,41.291
4153,Africa,Niger,1977,pop,5682086.0
887,Africa,Niger,1982,gdpPercap,909.7221354
2591,Africa,Niger,1982,lifeExp,42.598
4295,Africa,Niger,1982,pop,6437188.0
1029,Africa,Niger,1987,gdpPercap,668.3000228
2733,Africa,Niger,1987,lifeExp,44.555
4437,Africa,Niger,1987,pop,7332638.0
1171,Africa,Niger,1992,gdpPercap,581.182725
2875,Africa,Niger,1992,lifeExp,47.391
4579,Africa,Niger,1992,pop,8392818.0
1313,Africa,Niger,1997,gdpPercap,580.3052092
3017,Africa,Niger,1997,lifeExp,51.313
4721,Africa,Niger,1997,pop,9666252.0
1455,Africa,Niger,2002,gdpPercap,601.0745012
3159,Africa,Niger,2002,lifeExp,54.496
4863,Africa,Niger,2002,pop,11140655.0
1597,Africa,Niger,2007,gdpPercap,619.6768924
3301,Africa,Niger,2007,lifeExp,56.867
5005,Africa,Niger,2007,pop,12894865.0
36,Africa,Nigeria,1952,gdpPercap,1077.281856
1740,Africa,Nigeria,1952,lifeExp,36.324
3444,Africa,Nigeria,1952,pop,33119096.0
178,Africa,Nigeria,1957,gdpPercap,1100.592563
1882,Africa,Nigeria,1957,lifeExp,37.802
3586,Africa,Nigeria,1957,pop,37173340.0
320,Africa,Nigeria,1962,gdpPercap,1150.927478
2024,Africa,Nigeria,1962,lifeExp,39.36
3728,Africa,Nigeria,1962,pop,41871351.0
462,Africa,Nigeria,1967,gdpPercap,1014.514104
2166,Africa,Nigeria,1967,lifeExp,41.04
3870,Africa,Nigeria,1967,pop,47287752.0
604,Africa,Nigeria,1972,gdpPercap,1698.388838
2308,Africa,Nigeria,1972,lifeExp,42.821
4012,Africa,Nigeria,1972,pop,53740085.0
746,Africa,Nigeria,1977,gdpPercap,1981.951806
2450,Africa,Nigeria,1977,lifeExp,44.514
4154,Africa,Nigeria,1977,pop,62209173.0
888,Africa,Nigeria,1982,gdpPercap,1576.97375
2592,Africa,Nigeria,1982,lifeExp,45.826
4296,Africa,Nigeria,1982,pop,73039376.0
1030,Africa,Nigeria,1987,gdpPercap,1385.029563
2734,Africa,Nigeria,1987,lifeExp,46.886
4438,Africa,Nigeria,1987,pop,81551520.0
1172,Africa,Nigeria,1992,gdpPercap,1619.848217
2876,Africa,Nigeria,1992,lifeExp,47.472
4580,Africa,Nigeria,1992,pop,93364244.0
1314,Africa,Nigeria,1997,gdpPercap,1624.941275
3018,Africa,Nigeria,1997,lifeExp,47.464
4722,Africa,Nigeria,1997,pop,106207839.0
1456,Africa,Nigeria,2002,gdpPercap,1615.286395
3160,Africa,Nigeria,2002,lifeExp,46.608
4864,Africa,Nigeria,2002,pop,119901274.0
1598,Africa,Nigeria,2007,gdpPercap,2013.977305
3302,Africa,Nigeria,2007,lifeExp,46.859
5006,Africa,Nigeria,2007,pop,135031164.0
37,Africa,Reunion,1952,gdpPercap,2718.885295
1741,Africa,Reunion,1952,lifeExp,52.724
3445,Africa,Reunion,1952,pop,257700.0
179,Africa,Reunion,1957,gdpPercap,2769.451844
1883,Africa,Reunion,1957,lifeExp,55.09
3587,Africa,Reunion,1957,pop,308700.0
321,Africa,Reunion,1962,gdpPercap,3173.72334
2025,Africa,Reunion,1962,lifeExp,57.666
3729,Africa,Reunion,1962,pop,358900.0
463,Africa,Reunion,1967,gdpPercap,4021.175739
2167,Africa,Reunion,1967,lifeExp,60.542
3871,Africa,Reunion,1967,pop,414024.0
605,Africa,Reunion,1972,gdpPercap,5047.658563
2309,Africa,Reunion,1972,lifeExp,64.274
4013,Africa,Reunion,1972,pop,461633.0
747,Africa,Reunion,1977,gdpPercap,4319.804067
2451,Africa,Reunion,1977,lifeExp,67.064
4155,Africa,Reunion,1977,pop,492095.0
889,Africa,Reunion,1982,gdpPercap,5267.219353
2593,Africa,Reunion,1982,lifeExp,69.885
4297,Africa,Reunion,1982,pop,517810.0
1031,Africa,Reunion,1987,gdpPercap,5303.377488
2735,Africa,Reunion,1987,lifeExp,71.913
4439,Africa,Reunion,1987,pop,562035.0
1173,Africa,Reunion,1992,gdpPercap,6101.255823
2877,Africa,Reunion,1992,lifeExp,73.615
4581,Africa,Reunion,1992,pop,622191.0
1315,Africa,Reunion,1997,gdpPercap,6071.941411
3019,Africa,Reunion,1997,lifeExp,74.772
4723,Africa,Reunion,1997,pop,684810.0
1457,Africa,Reunion,2002,gdpPercap,6316.1652
3161,Africa,Reunion,2002,lifeExp,75.744
4865,Africa,Reunion,2002,pop,743981.0
1599,Africa,Reunion,2007,gdpPercap,7670.122558
3303,Africa,Reunion,2007,lifeExp,76.442
5007,Africa,Reunion,2007,pop,798094.0
38,Africa,Rwanda,1952,gdpPercap,493.3238752
1742,Africa,Rwanda,1952,lifeExp,40.0
3446,Africa,Rwanda,1952,pop,2534927.0
180,Africa,Rwanda,1957,gdpPercap,540.2893983
1884,Africa,Rwanda,1957,lifeExp,41.5
3588,Africa,Rwanda,1957,pop,2822082.0
322,Africa,Rwanda,1962,gdpPercap,597.4730727
2026,Africa,Rwanda,1962,lifeExp,43.0
3730,Africa,Rwanda,1962,pop,3051242.0
464,Africa,Rwanda,1967,gdpPercap,510.9637142
2168,Africa,Rwanda,1967,lifeExp,44.1
3872,Africa,Rwanda,1967,pop,3451079.0
606,Africa,Rwanda,1972,gdpPercap,590.5806638
2310,Africa,Rwanda,1972,lifeExp,44.6
4014,Africa,Rwanda,1972,pop,3992121.0
748,Africa,Rwanda,1977,gdpPercap,670.0806011
2452,Africa,Rwanda,1977,lifeExp,45.0
4156,Africa,Rwanda,1977,pop,4657072.0
890,Africa,Rwanda,1982,gdpPercap,881.5706467
2594,Africa,Rwanda,1982,lifeExp,46.218
4298,Africa,Rwanda,1982,pop,5507565.0
1032,Africa,Rwanda,1987,gdpPercap,847.991217
2736,Africa,Rwanda,1987,lifeExp,44.02
4440,Africa,Rwanda,1987,pop,6349365.0
1174,Africa,Rwanda,1992,gdpPercap,737.0685949
2878,Africa,Rwanda,1992,lifeExp,23.599
4582,Africa,Rwanda,1992,pop,7290203.0
1316,Africa,Rwanda,1997,gdpPercap,589.9445051
3020,Africa,Rwanda,1997,lifeExp,36.087
4724,Africa,Rwanda,1997,pop,7212583.0
1458,Africa,Rwanda,2002,gdpPercap,785.6537648
3162,Africa,Rwanda,2002,lifeExp,43.413
4866,Africa,Rwanda,2002,pop,7852401.0
1600,Africa,Rwanda,2007,gdpPercap,863.0884639
3304,Africa,Rwanda,2007,lifeExp,46.242
5008,Africa,Rwanda,2007,pop,8860588.0
39,Africa,Sao Tome and Principe,1952,gdpPercap,879.5835855
1743,Africa,Sao Tome and Principe,1952,lifeExp,46.471
3447,Africa,Sao Tome and Principe,1952,pop,60011.0
181,Africa,Sao Tome and Principe,1957,gdpPercap,860.7369026
1885,Africa,Sao Tome and Principe,1957,lifeExp,48.945
3589,Africa,Sao Tome and Principe,1957,pop,61325.0
323,Africa,Sao Tome and Principe,1962,gdpPercap,1071.551119
2027,Africa,Sao Tome and Principe,1962,lifeExp,51.893
3731,Africa,Sao Tome and Principe,1962,pop,65345.0
465,Africa,Sao Tome and Principe,1967,gdpPercap,1384.840593
2169,Africa,Sao Tome and Principe,1967,lifeExp,54.425
3873,Africa,Sao Tome and Principe,1967,pop,70787.0
607,Africa,Sao Tome and Principe,1972,gdpPercap,1532.985254
2311,Africa,Sao Tome and Principe,1972,lifeExp,56.48
4015,Africa,Sao Tome and Principe,1972,pop,76595.0
749,Africa,Sao Tome and Principe,1977,gdpPercap,1737.561657
2453,Africa,Sao Tome and Principe,1977,lifeExp,58.55
4157,Africa,Sao Tome and Principe,1977,pop,86796.0
891,Africa,Sao Tome and Principe,1982,gdpPercap,1890.218117
2595,Africa,Sao Tome and Principe,1982,lifeExp,60.351
4299,Africa,Sao Tome and Principe,1982,pop,98593.0
1033,Africa,Sao Tome and Principe,1987,gdpPercap,1516.525457
2737,Africa,Sao Tome and Principe,1987,lifeExp,61.728
4441,Africa,Sao Tome and Principe,1987,pop,110812.0
1175,Africa,Sao Tome and Principe,1992,gdpPercap,1428.777814
2879,Africa,Sao Tome and Principe,1992,lifeExp,62.742
4583,Africa,Sao Tome and Principe,1992,pop,125911.0
1317,Africa,Sao Tome and Principe,1997,gdpPercap,1339.076036
3021,Africa,Sao Tome and Principe,1997,lifeExp,63.306
4725,Africa,Sao Tome and Principe,1997,pop,145608.0
1459,Africa,Sao Tome and Principe,2002,gdpPercap,1353.09239
3163,Africa,Sao Tome and Principe,2002,lifeExp,64.337
4867,Africa,Sao Tome and Principe,2002,pop,170372.0
1601,Africa,Sao Tome and Principe,2007,gdpPercap,1598.435089
3305,Africa,Sao Tome and Principe,2007,lifeExp,65.528
5009,Africa,Sao Tome and Principe,2007,pop,199579.0
40,Africa,Senegal,1952,gdpPercap,1450.356983
1744,Africa,Senegal,1952,lifeExp,37.278
3448,Africa,Senegal,1952,pop,2755589.0
182,Africa,Senegal,1957,gdpPercap,1567.653006
1886,Africa,Senegal,1957,lifeExp,39.329
3590,Africa,Senegal,1957,pop,3054547.0
324,Africa,Senegal,1962,gdpPercap,1654.988723
2028,Africa,Senegal,1962,lifeExp,41.454
3732,Africa,Senegal,1962,pop,3430243.0
466,Africa,Senegal,1967,gdpPercap,1612.404632
2170,Africa,Senegal,1967,lifeExp,43.563
3874,Africa,Senegal,1967,pop,3965841.0
608,Africa,Senegal,1972,gdpPercap,1597.712056
2312,Africa,Senegal,1972,lifeExp,45.815
4016,Africa,Senegal,1972,pop,4588696.0
750,Africa,Senegal,1977,gdpPercap,1561.769116
2454,Africa,Senegal,1977,lifeExp,48.879
4158,Africa,Senegal,1977,pop,5260855.0
892,Africa,Senegal,1982,gdpPercap,1518.479984
2596,Africa,Senegal,1982,lifeExp,52.379
4300,Africa,Senegal,1982,pop,6147783.0
1034,Africa,Senegal,1987,gdpPercap,1441.72072
2738,Africa,Senegal,1987,lifeExp,55.769
4442,Africa,Senegal,1987,pop,7171347.0
1176,Africa,Senegal,1992,gdpPercap,1367.899369
2880,Africa,Senegal,1992,lifeExp,58.196
4584,Africa,Senegal,1992,pop,8307920.0
1318,Africa,Senegal,1997,gdpPercap,1392.368347
3022,Africa,Senegal,1997,lifeExp,60.187
4726,Africa,Senegal,1997,pop,9535314.0
1460,Africa,Senegal,2002,gdpPercap,1519.635262
3164,Africa,Senegal,2002,lifeExp,61.6
4868,Africa,Senegal,2002,pop,10870037.0
1602,Africa,Senegal,2007,gdpPercap,1712.472136
3306,Africa,Senegal,2007,lifeExp,63.062
5010,Africa,Senegal,2007,pop,12267493.0
41,Africa,Sierra Leone,1952,gdpPercap,879.7877358
1745,Africa,Sierra Leone,1952,lifeExp,30.331
3449,Africa,Sierra Leone,1952,pop,2143249.0
183,Africa,Sierra Leone,1957,gdpPercap,1004.484437
1887,Africa,Sierra Leone,1957,lifeExp,31.57
3591,Africa,Sierra Leone,1957,pop,2295678.0
325,Africa,Sierra Leone,1962,gdpPercap,1116.639877
2029,Africa,Sierra Leone,1962,lifeExp,32.767
3733,Africa,Sierra Leone,1962,pop,2467895.0
467,Africa,Sierra Leone,1967,gdpPercap,1206.043465
2171,Africa,Sierra Leone,1967,lifeExp,34.113
3875,Africa,Sierra Leone,1967,pop,2662190.0
609,Africa,Sierra Leone,1972,gdpPercap,1353.759762
2313,Africa,Sierra Leone,1972,lifeExp,35.4
4017,Africa,Sierra Leone,1972,pop,2879013.0
751,Africa,Sierra Leone,1977,gdpPercap,1348.285159
2455,Africa,Sierra Leone,1977,lifeExp,36.788
4159,Africa,Sierra Leone,1977,pop,3140897.0
893,Africa,Sierra Leone,1982,gdpPercap,1465.010784
2597,Africa,Sierra Leone,1982,lifeExp,38.445
4301,Africa,Sierra Leone,1982,pop,3464522.0
1035,Africa,Sierra Leone,1987,gdpPercap,1294.447788
2739,Africa,Sierra Leone,1987,lifeExp,40.006
4443,Africa,Sierra Leone,1987,pop,3868905.0
1177,Africa,Sierra Leone,1992,gdpPercap,1068.696278
2881,Africa,Sierra Leone,1992,lifeExp,38.333
4585,Africa,Sierra Leone,1992,pop,4260884.0
1319,Africa,Sierra Leone,1997,gdpPercap,574.6481576
3023,Africa,Sierra Leone,1997,lifeExp,39.897
4727,Africa,Sierra Leone,1997,pop,4578212.0
1461,Africa,Sierra Leone,2002,gdpPercap,699.489713
3165,Africa,Sierra Leone,2002,lifeExp,41.012
4869,Africa,Sierra Leone,2002,pop,5359092.0
1603,Africa,Sierra Leone,2007,gdpPercap,862.5407561
3307,Africa,Sierra Leone,2007,lifeExp,42.568
5011,Africa,Sierra Leone,2007,pop,6144562.0
42,Africa,Somalia,1952,gdpPercap,1135.749842
1746,Africa,Somalia,1952,lifeExp,32.978
3450,Africa,Somalia,1952,pop,2526994.0
184,Africa,Somalia,1957,gdpPercap,1258.147413
1888,Africa,Somalia,1957,lifeExp,34.977
3592,Africa,Somalia,1957,pop,2780415.0
326,Africa,Somalia,1962,gdpPercap,1369.488336
2030,Africa,Somalia,1962,lifeExp,36.981
3734,Africa,Somalia,1962,pop,3080153.0
468,Africa,Somalia,1967,gdpPercap,1284.73318
2172,Africa,Somalia,1967,lifeExp,38.977
3876,Africa,Somalia,1967,pop,3428839.0
610,Africa,Somalia,1972,gdpPercap,1254.576127
2314,Africa,Somalia,1972,lifeExp,40.973
4018,Africa,Somalia,1972,pop,3840161.0
752,Africa,Somalia,1977,gdpPercap,1450.992513
2456,Africa,Somalia,1977,lifeExp,41.974
4160,Africa,Somalia,1977,pop,4353666.0
894,Africa,Somalia,1982,gdpPercap,1176.807031
2598,Africa,Somalia,1982,lifeExp,42.955
4302,Africa,Somalia,1982,pop,5828892.0
1036,Africa,Somalia,1987,gdpPercap,1093.244963
2740,Africa,Somalia,1987,lifeExp,44.501
4444,Africa,Somalia,1987,pop,6921858.0
1178,Africa,Somalia,1992,gdpPercap,926.9602964
2882,Africa,Somalia,1992,lifeExp,39.658
4586,Africa,Somalia,1992,pop,6099799.0
1320,Africa,Somalia,1997,gdpPercap,930.5964284
3024,Africa,Somalia,1997,lifeExp,43.795
4728,Africa,Somalia,1997,pop,6633514.0
1462,Africa,Somalia,2002,gdpPercap,882.0818218
3166,Africa,Somalia,2002,lifeExp,45.936
4870,Africa,Somalia,2002,pop,7753310.0
1604,Africa,Somalia,2007,gdpPercap,926.1410683
3308,Africa,Somalia,2007,lifeExp,48.159
5012,Africa,Somalia,2007,pop,9118773.0
43,Africa,South Africa,1952,gdpPercap,4725.295531
1747,Africa,South Africa,1952,lifeExp,45.009
3451,Africa,South Africa,1952,pop,14264935.0
185,Africa,South Africa,1957,gdpPercap,5487.104219
1889,Africa,South Africa,1957,lifeExp,47.985
3593,Africa,South Africa,1957,pop,16151549.0
327,Africa,South Africa,1962,gdpPercap,5768.729717
2031,Africa,South Africa,1962,lifeExp,49.951
3735,Africa,South Africa,1962,pop,18356657.0
469,Africa,South Africa,1967,gdpPercap,7114.477971
2173,Africa,South Africa,1967,lifeExp,51.927
3877,Africa,South Africa,1967,pop,20997321.0
611,Africa,South Africa,1972,gdpPercap,7765.962636
2315,Africa,South Africa,1972,lifeExp,53.696
4019,Africa,South Africa,1972,pop,23935810.0
753,Africa,South Africa,1977,gdpPercap,8028.651439
2457,Africa,South Africa,1977,lifeExp,55.527
4161,Africa,South Africa,1977,pop,27129932.0
895,Africa,South Africa,1982,gdpPercap,8568.266228
2599,Africa,South Africa,1982,lifeExp,58.161
4303,Africa,South Africa,1982,pop,31140029.0
1037,Africa,South Africa,1987,gdpPercap,7825.823398
2741,Africa,South Africa,1987,lifeExp,60.834
4445,Africa,South Africa,1987,pop,35933379.0
1179,Africa,South Africa,1992,gdpPercap,7225.069258
2883,Africa,South Africa,1992,lifeExp,61.888
4587,Africa,South Africa,1992,pop,39964159.0
1321,Africa,South Africa,1997,gdpPercap,7479.188244
3025,Africa,South Africa,1997,lifeExp,60.236
4729,Africa,South Africa,1997,pop,42835005.0
1463,Africa,South Africa,2002,gdpPercap,7710.946444
3167,Africa,South Africa,2002,lifeExp,53.365
4871,Africa,South Africa,2002,pop,44433622.0
1605,Africa,South Africa,2007,gdpPercap,9269.657808
3309,Africa,South Africa,2007,lifeExp,49.339
5013,Africa,South Africa,2007,pop,43997828.0
44,Africa,Sudan,1952,gdpPercap,1615.991129
1748,Africa,Sudan,1952,lifeExp,38.635
3452,Africa,Sudan,1952,pop,8504667.0
186,Africa,Sudan,1957,gdpPercap,1770.337074
1890,Africa,Sudan,1957,lifeExp,39.624
3594,Africa,Sudan,1957,pop,9753392.0
328,Africa,Sudan,1962,gdpPercap,1959.593767
2032,Africa,Sudan,1962,lifeExp,40.87
3736,Africa,Sudan,1962,pop,11183227.0
470,Africa,Sudan,1967,gdpPercap,1687.997641
2174,Africa,Sudan,1967,lifeExp,42.858
3878,Africa,Sudan,1967,pop,12716129.0
612,Africa,Sudan,1972,gdpPercap,1659.652775
2316,Africa,Sudan,1972,lifeExp,45.083
4020,Africa,Sudan,1972,pop,14597019.0
754,Africa,Sudan,1977,gdpPercap,2202.988423
2458,Africa,Sudan,1977,lifeExp,47.8
4162,Africa,Sudan,1977,pop,17104986.0
896,Africa,Sudan,1982,gdpPercap,1895.544073
2600,Africa,Sudan,1982,lifeExp,50.338
4304,Africa,Sudan,1982,pop,20367053.0
1038,Africa,Sudan,1987,gdpPercap,1507.819159
2742,Africa,Sudan,1987,lifeExp,51.744
4446,Africa,Sudan,1987,pop,24725960.0
1180,Africa,Sudan,1992,gdpPercap,1492.197043
2884,Africa,Sudan,1992,lifeExp,53.556
4588,Africa,Sudan,1992,pop,28227588.0
1322,Africa,Sudan,1997,gdpPercap,1632.210764
3026,Africa,Sudan,1997,lifeExp,55.373
4730,Africa,Sudan,1997,pop,32160729.0
1464,Africa,Sudan,2002,gdpPercap,1993.398314
3168,Africa,Sudan,2002,lifeExp,56.369
4872,Africa,Sudan,2002,pop,37090298.0
1606,Africa,Sudan,2007,gdpPercap,2602.394995
3310,Africa,Sudan,2007,lifeExp,58.556
5014,Africa,Sudan,2007,pop,42292929.0
45,Africa,Swaziland,1952,gdpPercap,1148.376626
1749,Africa,Swaziland,1952,lifeExp,41.407
3453,Africa,Swaziland,1952,pop,290243.0
187,Africa,Swaziland,1957,gdpPercap,1244.708364
1891,Africa,Swaziland,1957,lifeExp,43.424
3595,Africa,Swaziland,1957,pop,326741.0
329,Africa,Swaziland,1962,gdpPercap,1856.182125
2033,Africa,Swaziland,1962,lifeExp,44.992
3737,Africa,Swaziland,1962,pop,370006.0
471,Africa,Swaziland,1967,gdpPercap,2613.101665
2175,Africa,Swaziland,1967,lifeExp,46.633
3879,Africa,Swaziland,1967,pop,420690.0
613,Africa,Swaziland,1972,gdpPercap,3364.836625
2317,Africa,Swaziland,1972,lifeExp,49.552
4021,Africa,Swaziland,1972,pop,480105.0
755,Africa,Swaziland,1977,gdpPercap,3781.410618
2459,Africa,Swaziland,1977,lifeExp,52.537
4163,Africa,Swaziland,1977,pop,551425.0
897,Africa,Swaziland,1982,gdpPercap,3895.384018
2601,Africa,Swaziland,1982,lifeExp,55.561
4305,Africa,Swaziland,1982,pop,649901.0
1039,Africa,Swaziland,1987,gdpPercap,3984.839812
2743,Africa,Swaziland,1987,lifeExp,57.678
4447,Africa,Swaziland,1987,pop,779348.0
1181,Africa,Swaziland,1992,gdpPercap,3553.0224
2885,Africa,Swaziland,1992,lifeExp,58.474
4589,Africa,Swaziland,1992,pop,962344.0
1323,Africa,Swaziland,1997,gdpPercap,3876.76846
3027,Africa,Swaziland,1997,lifeExp,54.289
4731,Africa,Swaziland,1997,pop,1054486.0
1465,Africa,Swaziland,2002,gdpPercap,4128.116943
3169,Africa,Swaziland,2002,lifeExp,43.869
4873,Africa,Swaziland,2002,pop,1130269.0
1607,Africa,Swaziland,2007,gdpPercap,4513.480643
3311,Africa,Swaziland,2007,lifeExp,39.613
5015,Africa,Swaziland,2007,pop,1133066.0
46,Africa,Tanzania,1952,gdpPercap,716.6500721
1750,Africa,Tanzania,1952,lifeExp,41.215
3454,Africa,Tanzania,1952,pop,8322925.0
188,Africa,Tanzania,1957,gdpPercap,698.5356073
1892,Africa,Tanzania,1957,lifeExp,42.974
3596,Africa,Tanzania,1957,pop,9452826.0
330,Africa,Tanzania,1962,gdpPercap,722.0038073
2034,Africa,Tanzania,1962,lifeExp,44.246
3738,Africa,Tanzania,1962,pop,10863958.0
472,Africa,Tanzania,1967,gdpPercap,848.2186575
2176,Africa,Tanzania,1967,lifeExp,45.757
3880,Africa,Tanzania,1967,pop,12607312.0
614,Africa,Tanzania,1972,gdpPercap,915.9850592
2318,Africa,Tanzania,1972,lifeExp,47.62
4022,Africa,Tanzania,1972,pop,14706593.0
756,Africa,Tanzania,1977,gdpPercap,962.4922932
2460,Africa,Tanzania,1977,lifeExp,49.919
4164,Africa,Tanzania,1977,pop,17129565.0
898,Africa,Tanzania,1982,gdpPercap,874.2426069
2602,Africa,Tanzania,1982,lifeExp,50.608
4306,Africa,Tanzania,1982,pop,19844382.0
1040,Africa,Tanzania,1987,gdpPercap,831.8220794
2744,Africa,Tanzania,1987,lifeExp,51.535
4448,Africa,Tanzania,1987,pop,23040630.0
1182,Africa,Tanzania,1992,gdpPercap,825.682454
2886,Africa,Tanzania,1992,lifeExp,50.44
4590,Africa,Tanzania,1992,pop,26605473.0
1324,Africa,Tanzania,1997,gdpPercap,789.1862231
3028,Africa,Tanzania,1997,lifeExp,48.466
4732,Africa,Tanzania,1997,pop,30686889.0
1466,Africa,Tanzania,2002,gdpPercap,899.0742111
3170,Africa,Tanzania,2002,lifeExp,49.651
4874,Africa,Tanzania,2002,pop,34593779.0
1608,Africa,Tanzania,2007,gdpPercap,1107.482182
3312,Africa,Tanzania,2007,lifeExp,52.517
5016,Africa,Tanzania,2007,pop,38139640.0
47,Africa,Togo,1952,gdpPercap,859.8086567
1751,Africa,Togo,1952,lifeExp,38.596
3455,Africa,Togo,1952,pop,1219113.0
189,Africa,Togo,1957,gdpPercap,925.9083202
1893,Africa,Togo,1957,lifeExp,41.208
3597,Africa,Togo,1957,pop,1357445.0
331,Africa,Togo,1962,gdpPercap,1067.53481
2035,Africa,Togo,1962,lifeExp,43.922
3739,Africa,Togo,1962,pop,1528098.0
473,Africa,Togo,1967,gdpPercap,1477.59676
2177,Africa,Togo,1967,lifeExp,46.769
3881,Africa,Togo,1967,pop,1735550.0
615,Africa,Togo,1972,gdpPercap,1649.660188
2319,Africa,Togo,1972,lifeExp,49.759
4023,Africa,Togo,1972,pop,2056351.0
757,Africa,Togo,1977,gdpPercap,1532.776998
2461,Africa,Togo,1977,lifeExp,52.887
4165,Africa,Togo,1977,pop,2308582.0
899,Africa,Togo,1982,gdpPercap,1344.577953
2603,Africa,Togo,1982,lifeExp,55.471
4307,Africa,Togo,1982,pop,2644765.0
1041,Africa,Togo,1987,gdpPercap,1202.201361
2745,Africa,Togo,1987,lifeExp,56.941
4449,Africa,Togo,1987,pop,3154264.0
1183,Africa,Togo,1992,gdpPercap,1034.298904
2887,Africa,Togo,1992,lifeExp,58.061
4591,Africa,Togo,1992,pop,3747553.0
1325,Africa,Togo,1997,gdpPercap,982.2869243
3029,Africa,Togo,1997,lifeExp,58.39
4733,Africa,Togo,1997,pop,4320890.0
1467,Africa,Togo,2002,gdpPercap,886.2205765
3171,Africa,Togo,2002,lifeExp,57.561
4875,Africa,Togo,2002,pop,4977378.0
1609,Africa,Togo,2007,gdpPercap,882.9699438
3313,Africa,Togo,2007,lifeExp,58.42
5017,Africa,Togo,2007,pop,5701579.0
48,Africa,Tunisia,1952,gdpPercap,1468.475631
1752,Africa,Tunisia,1952,lifeExp,44.6
3456,Africa,Tunisia,1952,pop,3647735.0
190,Africa,Tunisia,1957,gdpPercap,1395.232468
1894,Africa,Tunisia,1957,lifeExp,47.1
3598,Africa,Tunisia,1957,pop,3950849.0
332,Africa,Tunisia,1962,gdpPercap,1660.30321
2036,Africa,Tunisia,1962,lifeExp,49.579
3740,Africa,Tunisia,1962,pop,4286552.0
474,Africa,Tunisia,1967,gdpPercap,1932.360167
2178,Africa,Tunisia,1967,lifeExp,52.053
3882,Africa,Tunisia,1967,pop,4786986.0
616,Africa,Tunisia,1972,gdpPercap,2753.285994
2320,Africa,Tunisia,1972,lifeExp,55.602
4024,Africa,Tunisia,1972,pop,5303507.0
758,Africa,Tunisia,1977,gdpPercap,3120.876811
2462,Africa,Tunisia,1977,lifeExp,59.837
4166,Africa,Tunisia,1977,pop,6005061.0
900,Africa,Tunisia,1982,gdpPercap,3560.233174
2604,Africa,Tunisia,1982,lifeExp,64.048
4308,Africa,Tunisia,1982,pop,6734098.0
1042,Africa,Tunisia,1987,gdpPercap,3810.419296
2746,Africa,Tunisia,1987,lifeExp,66.894
4450,Africa,Tunisia,1987,pop,7724976.0
1184,Africa,Tunisia,1992,gdpPercap,4332.720164
2888,Africa,Tunisia,1992,lifeExp,70.001
4592,Africa,Tunisia,1992,pop,8523077.0
1326,Africa,Tunisia,1997,gdpPercap,4876.798614
3030,Africa,Tunisia,1997,lifeExp,71.973
4734,Africa,Tunisia,1997,pop,9231669.0
1468,Africa,Tunisia,2002,gdpPercap,5722.895655
3172,Africa,Tunisia,2002,lifeExp,73.042
